HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459253.66470,2021-02-08.1609675,bl,1.48,15.131,10.984,0.006,146.791,0.728,g
2459253.66593,2021-02-08.1621976,bl,1.51,15.137,10.986,0.006,146.446,0.713,g
2459253.70612,2021-02-08.2024003,bH,1.37,15.162,10.996,0.006,145.031,0.714,g
2459253.70741,2021-02-08.2036884,bH,1.45,15.164,11.005,0.006,143.964,0.731,g
2459253.70870,2021-02-08.2049853,bH,1.39,15.150,10.988,0.006,146.168,0.713,g
2459253.79914,2021-02-08.2954276,bt,1.57,15.271,11.011,0.005,143.049,0.699,g
2459253.80036,2021-02-08.2966461,bt,1.57,15.292,11.055,0.005,137.330,0.661,g
2459253.80158,2021-02-08.2978648,bt,1.50,15.276,11.025,0.005,141.302,0.691,g
2459254.45555,2021-02-08.9518887,bp,1.51,15.128,11.003,0.006,144.064,0.760,g
2459254.45678,2021-02-08.9531189,bp,1.55,15.126,11.005,0.006,143.886,0.770,g
2459254.45800,2021-02-08.9543399,bp,1.52,15.112,10.989,0.006,146.153,0.783,g
2459255.70163,2021-02-10.1980515,bt,1.53,15.271,10.925,0.005,154.863,0.738,g
2459255.70286,2021-02-10.1992849,bt,1.51,15.304,10.998,0.005,144.876,0.708,g
2459255.70408,2021-02-10.2005115,bt,1.49,15.313,11.001,0.005,144.416,0.670,g
2459258.84991,2021-02-13.3465805,bD,1.62,15.377,10.940,0.005,152.811,0.592,g
2459258.85113,2021-02-13.3477978,bD,1.51,15.381,10.935,0.004,153.511,0.570,g
2459258.85237,2021-02-13.3490394,bD,1.57,15.372,10.941,0.004,152.662,0.591,g
2459260.51886,2021-02-15.0156556,bH,2.37,14.978,10.871,0.006,162.705,0.875,g
2459260.52014,2021-02-15.0169469,bH,2.34,14.992,10.896,0.006,159.136,0.898,g
2459260.52144,2021-02-15.0182488,bH,2.31,15.013,10.881,0.006,161.296,0.840,g
2459260.60739,2021-02-15.1041995,bH,1.40,15.151,10.887,0.005,160.428,0.723,g
2459260.60869,2021-02-15.1055004,bH,1.52,15.144,10.875,0.004,162.231,0.702,g
2459260.61000,2021-02-15.1068076,bH,1.45,15.142,10.879,0.005,161.689,0.728,g
2459260.67108,2021-02-15.1678967,bH,1.41,15.091,10.878,0.005,161.848,0.768,g
2459260.67239,2021-02-15.1692071,bH,1.48,15.083,10.861,0.005,164.218,0.761,g
2459260.67368,2021-02-15.1704920,bH,1.45,15.087,10.876,0.005,162.073,0.781,g
2459261.64461,2021-02-16.1415040,bl,1.48,15.034,10.838,0.006,167.865,0.822,g
2459261.64584,2021-02-16.1427317,bl,1.52,15.028,10.836,0.006,168.185,0.805,g
2459261.64708,2021-02-16.1439721,bl,1.46,15.028,10.833,0.005,168.637,0.774,g
2459261.66289,2021-02-16.1597920,bH,1.54,15.086,10.854,0.005,165.385,0.765,g
2459261.66419,2021-02-16.1610827,bH,1.48,15.090,10.854,0.005,165.343,0.767,g
2459261.66550,2021-02-16.1623960,bH,1.47,15.088,10.859,0.005,164.484,0.782,g
2459262.66850,2021-02-17.1654799,bl,1.47,15.004,10.819,0.006,170.694,0.866,g
2459262.66972,2021-02-17.1667012,bl,1.48,15.004,10.822,0.006,170.279,0.862,g
2459262.67096,2021-02-17.1679381,bl,1.45,14.998,10.813,0.006,171.777,0.825,g
2459264.40853,2021-02-18.9056550,bp,1.53,15.090,10.856,0.005,165.097,0.779,g
2459264.40976,2021-02-18.9068851,bp,1.55,15.069,10.832,0.005,168.846,0.829,g
2459264.41098,2021-02-18.9081152,bp,1.54,15.075,10.834,0.005,168.432,0.816,g
2459265.56748,2021-02-20.0647082,bl,1.45,15.049,10.797,0.005,174.151,0.788,g
2459265.56871,2021-02-20.0659331,bl,1.45,15.056,10.807,0.005,172.687,0.781,g
2459265.56992,2021-02-20.0671512,bl,1.49,15.066,10.815,0.004,171.401,0.755,g
2459265.59810,2021-02-20.0953304,bH,1.43,15.125,10.817,0.005,171.035,0.727,g
2459265.59939,2021-02-20.0966162,bH,1.39,15.129,10.822,0.005,170.256,0.730,g
2459265.60068,2021-02-20.0979024,bH,1.43,15.123,10.814,0.005,171.440,0.754,g
2459272.63407,2021-02-27.1319086,bl,1.46,14.906,10.944,0.007,152.158,0.938,g
2459272.63531,2021-02-27.1331490,bl,1.56,14.874,10.935,0.007,153.514,0.914,g
2459272.63654,2021-02-27.1343802,bl,1.50,14.888,10.933,0.007,153.801,0.960,g
2459273.60720,2021-02-28.1051329,bH,1.55,15.078,10.972,0.006,148.265,0.811,g
2459273.60851,2021-02-28.1064423,bH,1.43,15.085,10.959,0.006,150.146,0.775,g
2459273.60981,2021-02-28.1077473,bH,1.44,15.109,10.979,0.006,147.478,0.755,g
2459274.51720,2021-03-01.0152151,bl,1.57,15.129,10.950,0.006,151.334,0.722,g
2459274.51842,2021-03-01.0164346,bl,1.56,15.135,10.950,0.006,151.363,0.736,g
2459274.51966,2021-03-01.0176668,bl,1.52,15.132,10.943,0.006,152.273,0.747,g
2459274.62540,2021-03-01.1234276,bH,1.43,15.120,10.963,0.006,149.584,0.741,g
2459274.62670,2021-03-01.1247325,bH,1.48,15.079,10.932,0.006,153.890,0.814,g
2459274.62800,2021-03-01.1260322,bH,1.43,15.077,10.957,0.006,150.364,0.825,g
2459274.67559,2021-03-01.1736233,bt,1.49,15.029,10.952,0.006,151.122,0.792,g
2459274.67681,2021-03-01.1748421,bt,1.60,15.052,10.991,0.006,145.783,0.809,g
2459274.67803,2021-03-01.1760549,bt,1.57,15.074,11.006,0.006,143.758,0.781,g
2459274.72625,2021-03-01.2242848,bt,1.51,15.068,10.980,0.006,147.283,0.800,g
2459274.72748,2021-03-01.2255158,bt,1.55,15.087,10.995,0.006,145.189,0.762,g
2459274.72868,2021-03-01.2267121,bt,1.52,15.096,10.997,0.006,144.974,0.824,g
2459275.55988,2021-03-02.0579906,bH,1.48,15.201,10.986,0.005,146.527,0.698,g
2459275.56118,2021-03-02.0592896,bH,1.45,15.199,10.979,0.005,147.453,0.691,g
2459275.56249,2021-03-02.0605982,bH,1.48,15.189,10.982,0.005,147.070,0.683,g
2459276.73295,2021-03-03.2311605,bt,1.64,15.132,10.966,0.006,149.227,0.845,g
2459276.73417,2021-03-03.2323836,bt,1.56,15.204,10.983,0.005,146.883,0.734,g
2459276.73537,2021-03-03.2335910,bt,1.58,15.201,10.988,0.005,146.065,0.718,g
2459281.36157,2021-03-07.8602218,bp,1.56,99.990,99.990,99.990,99.990,99.990,g
2459281.36280,2021-03-07.8614498,bp,1.55,15.107,10.913,0.006,156.680,0.789,g
2459281.36402,2021-03-07.8626787,bp,1.55,99.990,99.990,99.990,99.990,99.990,g
2459281.53037,2021-03-08.0290349,bl,1.46,15.081,10.851,0.005,165.744,0.785,g
2459281.53159,2021-03-08.0302604,bl,1.51,15.085,10.859,0.005,164.647,0.782,g
2459281.53281,2021-03-08.0314728,bl,1.54,15.085,10.854,0.005,165.337,0.772,g
2459281.61751,2021-03-08.1161885,bH,1.41,15.100,10.862,0.005,164.205,0.769,g
2459281.61883,2021-03-08.1175006,bH,1.39,15.091,10.855,0.005,165.281,0.793,g
2459281.62013,2021-03-08.1188082,bH,1.40,15.095,10.860,0.005,164.452,0.768,g
2459281.67834,2021-03-08.1770327,bt,1.47,14.628,10.918,0.008,155.860,1.228,g
2459281.67958,2021-03-08.1782630,bt,1.48,14.120,10.851,0.012,165.822,1.802,g
2459281.68077,2021-03-08.1794635,bt,1.50,14.169,10.869,0.014,163.030,2.216,g
2459282.61236,2021-03-09.1111370,bl,1.45,15.002,10.819,0.006,170.876,0.861,g
2459282.61357,2021-03-09.1123564,bl,1.44,15.003,10.815,0.006,171.364,0.860,g
2459282.61480,2021-03-09.1135847,bl,1.44,15.005,10.822,0.006,170.331,0.859,g
2459283.60046,2021-03-10.0993255,bl,1.50,15.003,10.802,0.006,173.408,0.860,g
2459283.60168,2021-03-10.1005483,bl,1.50,15.005,10.803,0.006,173.342,0.880,g
2459283.60291,2021-03-10.1017712,bl,1.49,14.996,10.790,0.006,175.322,0.874,g
2459284.55898,2021-03-11.0579405,bH,1.38,15.080,10.797,0.005,174.268,0.775,g
2459284.56027,2021-03-11.0592266,bH,1.47,15.102,10.808,0.005,172.564,0.756,g
2459284.56158,2021-03-11.0605407,bH,1.45,15.103,10.810,0.005,172.139,0.801,g
2459284.59200,2021-03-11.0909597,bl,1.50,14.992,10.778,0.005,177.469,0.933,g
2459284.59323,2021-03-11.0921877,bl,1.53,14.989,10.772,0.005,178.242,0.895,g
2459284.59444,2021-03-11.0934048,bl,1.51,14.986,10.814,0.006,171.469,0.914,g
2459286.59017,2021-03-13.0893313,bl,1.61,14.968,10.756,0.004,180.930,0.798,g
2459286.59139,2021-03-13.0905462,bl,1.53,14.967,10.763,0.006,179.844,0.848,g
2459286.59261,2021-03-13.0917725,bl,1.51,14.968,10.761,0.005,180.067,0.834,g
2459287.60354,2021-03-14.1028034,bl,1.50,14.914,10.760,0.006,180.215,0.897,g
2459287.60477,2021-03-14.1040291,bl,1.43,14.924,10.761,0.006,180.280,0.904,g
2459287.60600,2021-03-14.1052619,bl,1.47,14.919,10.754,0.006,181.252,0.896,g
2459288.59569,2021-03-15.0950422,bl,1.44,14.936,10.773,0.006,178.192,0.934,g
2459288.59692,2021-03-15.0962700,bl,1.50,14.933,10.772,0.006,178.252,0.900,g
2459288.59815,2021-03-15.0974962,bl,1.51,14.926,10.773,0.006,178.213,0.940,g
2459290.59298,2021-03-17.0925243,bH,1.43,15.068,10.845,0.005,166.833,0.831,g
2459290.59427,2021-03-17.0938171,bH,1.42,15.063,10.845,0.005,166.676,0.818,g
2459290.59555,2021-03-17.0951009,bH,1.43,15.066,10.847,0.005,166.505,0.837,g
2459291.69285,2021-03-18.1925032,bt,1.54,15.201,10.919,0.005,155.710,0.719,g
2459291.69407,2021-03-18.1937243,bt,1.57,15.186,10.891,0.005,159.820,0.745,g
2459291.69530,2021-03-18.1949453,bt,1.60,15.193,10.913,0.005,156.674,0.762,g
2459292.68613,2021-03-19.1858872,bt,1.53,15.174,10.902,0.005,158.253,0.775,g
2459292.68737,2021-03-19.1871173,bt,1.59,15.184,10.923,0.005,155.106,0.718,g
2459292.68860,2021-03-19.1883464,bt,1.56,15.186,10.920,0.005,155.626,0.731,g
2459298.56738,2021-03-25.0677042,bl,1.51,14.977,10.997,0.007,145.007,0.837,g
2459298.56861,2021-03-25.0689307,bl,1.47,14.968,10.979,0.007,147.317,0.862,g
2459298.56983,2021-03-25.0701524,bl,1.48,14.997,10.994,0.006,145.436,0.836,g
2459299.54359,2021-03-26.0440130,bl,1.49,15.046,10.963,0.006,149.512,0.796,g
2459299.54481,2021-03-26.0452351,bl,1.44,15.030,10.962,0.006,149.728,0.814,g
2459299.54603,2021-03-26.0464584,bl,1.45,15.024,10.961,0.006,149.868,0.805,g
2459300.55186,2021-03-27.0523819,bH,1.49,15.082,10.949,0.006,151.619,0.795,g
2459300.55315,2021-03-27.0536702,bH,1.47,15.022,10.951,0.006,151.293,0.830,g
2459300.55447,2021-03-27.0549914,bH,1.44,15.073,10.968,0.006,148.824,0.781,g
2459301.54172,2021-03-28.0423405,bl,1.49,14.948,10.912,0.006,156.826,0.831,g
2459301.54295,2021-03-28.0435673,bl,1.51,14.917,10.895,0.006,159.140,0.946,g
2459301.54416,2021-03-28.0447743,bl,1.50,14.965,10.896,0.006,159.104,0.880,g
2459304.73541,2021-03-31.2363431,bD,1.98,15.308,10.826,0.005,169.734,0.653,g
2459304.73665,2021-03-31.2375850,bD,1.96,15.313,10.823,0.004,170.095,0.666,g
2459304.73788,2021-03-31.2388131,bD,1.95,15.315,10.820,0.004,170.603,0.620,g
2459306.73961,2021-04-02.2407317,bD,1.57,15.294,10.799,0.004,173.894,0.724,g
2459306.74087,2021-04-02.2419857,bD,1.47,15.293,10.800,0.004,173.752,0.677,g
2459306.74212,2021-04-02.2432388,bD,1.52,15.285,10.788,0.004,175.597,0.669,g
2459307.57022,2021-04-03.0714291,bl,1.58,14.716,10.759,0.007,180.580,1.174,g
2459307.57144,2021-04-03.0726392,bl,1.48,14.665,10.762,0.008,179.925,1.330,g
2459307.57266,2021-04-03.0738543,bl,1.55,14.597,10.746,0.008,182.774,1.415,g
2459309.29308,2021-04-04.7944450,bp,1.50,15.038,10.817,0.005,171.120,0.870,g
2459309.29430,2021-04-04.7956657,bp,1.52,15.025,10.787,0.005,175.801,0.878,g
2459309.29555,2021-04-04.7969140,bp,1.46,15.012,10.764,0.005,179.557,0.854,g
2459309.53774,2021-04-05.0391254,bH,1.48,15.023,10.774,0.005,178.043,0.819,g
2459309.53904,2021-04-05.0404236,bH,1.51,15.018,10.764,0.005,179.665,0.824,g
2459309.54034,2021-04-05.0417251,bH,1.50,15.017,10.772,0.005,178.390,0.838,g
2459309.64229,2021-04-05.1436811,bt,1.54,15.083,10.781,0.005,176.940,0.797,g
2459309.64354,2021-04-05.1449298,bt,1.51,15.095,10.802,0.005,173.608,0.785,g
2459309.64476,2021-04-05.1461587,bt,1.54,15.073,10.767,0.005,179.229,0.835,g
2459313.72542,2021-04-09.2271990,bD,2.08,15.219,10.887,0.005,160.297,0.748,g
2459313.72792,2021-04-09.2296990,bD,2.03,15.285,10.902,0.005,158.237,0.663,g
2459314.47684,2021-04-09.9786863,bl,1.49,15.066,10.898,0.006,158.702,0.807,g
2459314.47807,2021-04-09.9799152,bl,1.54,15.067,10.886,0.006,160.553,0.782,g
2459314.47929,2021-04-09.9811430,bl,1.50,15.074,10.905,0.006,157.730,0.796,g
2459314.53198,2021-04-10.0338364,bl,1.48,15.007,10.887,0.006,160.374,0.818,g
2459314.53321,2021-04-10.0350613,bl,1.48,15.010,10.891,0.006,159.806,0.859,g
2459314.53442,2021-04-10.0362805,bl,1.49,15.011,10.886,0.006,160.506,0.811,g
2459315.61474,2021-04-11.1166891,bt,1.52,15.189,10.961,0.005,149.945,0.733,g
2459315.61594,2021-04-11.1179026,bt,1.54,15.179,10.935,0.005,153.512,0.739,g
2459315.61720,2021-04-11.1191481,bt,1.52,15.165,10.912,0.005,156.828,0.726,g
2459316.27807,2021-04-11.7800873,bp,1.52,15.023,10.947,0.007,151.757,0.973,g
2459316.27930,2021-04-11.7813114,bp,1.49,14.951,10.938,0.005,153.125,0.820,g
2459316.28052,2021-04-11.7825296,bp,1.50,14.924,10.941,0.007,152.619,0.905,g
2459316.48092,2021-04-11.9829548,bH,1.73,15.143,10.946,0.006,151.934,0.718,g
2459316.48219,2021-04-11.9842305,bH,1.73,15.164,10.981,0.006,147.140,0.705,g
2459316.48348,2021-04-11.9855200,bH,1.69,15.145,10.961,0.006,149.793,0.712,g
2459316.61822,2021-04-12.1202743,bt,1.53,99.990,99.990,99.990,99.990,99.990,g
2459316.61943,2021-04-12.1214818,bt,1.53,99.990,99.990,99.990,99.990,99.990,g
2459316.62066,2021-04-12.1227118,bt,1.48,99.990,99.990,99.990,99.990,99.990,g
2459319.50065,2021-04-15.0029576,bH,1.41,15.175,10.994,0.006,145.464,0.712,g
2459319.50192,2021-04-15.0042356,bH,1.42,15.170,10.992,0.005,145.745,0.674,g
2459319.50319,2021-04-15.0054971,bH,1.42,15.157,10.982,0.006,147.030,0.709,g
2459320.60052,2021-04-16.1029322,bt,2.47,14.951,11.023,0.008,141.490,1.048,g
2459320.60176,2021-04-16.1041635,bt,2.07,14.586,11.003,0.010,144.052,1.276,g
2459320.60295,2021-04-16.1053650,bt,2.01,13.572,11.213,0.043,118.830,4.720,g
2459326.20578,2021-04-21.7086690,bp,1.55,14.754,10.856,0.008,165.095,1.202,g
2459326.20700,2021-04-21.7098873,bp,1.55,14.683,10.864,0.008,163.832,1.280,g
2459326.51045,2021-04-22.0133665,bl,1.50,14.894,10.788,0.006,175.718,0.956,g
2459326.51168,2021-04-22.0145988,bl,1.44,14.896,10.794,0.006,174.702,0.993,g
2459328.48096,2021-04-23.9840457,bl,1.56,14.860,10.754,0.006,181.201,0.985,g
2459328.48220,2021-04-23.9852819,bl,1.55,14.841,10.818,0.011,170.913,1.806,g
2459328.48341,2021-04-23.9865025,bl,1.64,14.885,10.743,0.007,183.152,1.069,g
2459330.47518,2021-04-25.9784317,bH,1.64,14.909,10.764,0.006,179.575,0.989,g
2459330.47645,2021-04-25.9796951,bH,1.61,14.936,10.769,0.006,178.779,0.976,g
2459330.47772,2021-04-25.9809710,bH,1.60,14.940,10.765,0.006,179.439,0.981,g
2459331.47128,2021-04-26.9746092,bl,2.21,14.805,10.790,0.007,175.370,1.179,g
2459331.47250,2021-04-26.9758302,bl,2.22,14.799,10.790,0.007,175.381,1.171,g
2459331.47372,2021-04-26.9770497,bl,1.56,14.817,10.780,0.006,176.930,1.059,g
2459333.46670,2021-04-28.9701849,bH,1.59,15.010,10.798,0.005,174.090,0.841,g
2459333.46798,2021-04-28.9714630,bH,1.54,15.027,10.806,0.005,172.741,0.803,g
2459333.46926,2021-04-28.9727396,bH,1.57,15.032,10.822,0.005,170.291,0.813,g
2459336.46079,2021-05-01.9645045,bH,1.49,14.964,10.880,0.006,161.511,0.878,g
2459336.46207,2021-05-01.9657824,bH,1.47,14.983,10.887,0.006,160.330,0.860,g
2459336.46336,2021-05-01.9670685,bH,1.41,14.898,10.903,0.007,157.981,1.001,g
2459337.20025,2021-05-02.7040171,bp,1.97,14.947,10.914,0.007,156.361,0.978,g
2459337.20148,2021-05-02.7052473,bp,1.59,15.019,10.897,0.006,158.859,0.898,g
2459337.20271,2021-05-02.7064771,bp,1.62,15.022,10.900,0.006,158.489,0.910,g
2459337.45623,2021-05-02.9600197,bH,1.42,14.925,10.904,0.006,158.006,0.914,g
2459337.45751,2021-05-02.9612986,bH,1.51,14.948,10.904,0.006,157.864,0.911,g
2459337.45880,2021-05-02.9625837,bH,1.50,14.974,10.906,0.006,157.664,0.857,g
2459340.45315,2021-05-05.9571525,bH,1.47,14.970,10.971,0.006,148.438,0.929,g
2459433.67821,2021-08-07.1823804,bp,2.00,14.786,10.784,0.006,176.472,1.044,g
2459433.67946,2021-08-07.1836281,bp,2.12,14.766,10.816,0.007,171.312,1.118,g
2459435.12339,2021-08-08.6274646,bD,1.47,15.174,10.763,0.005,179.672,0.784,g
2459435.12467,2021-08-08.6287437,bD,1.48,15.156,10.779,0.005,177.078,0.829,g
2459435.12593,2021-08-08.6300078,bD,1.50,15.144,10.756,0.005,180.896,0.875,g
2459435.92384,2021-08-09.4278570,bl,1.48,14.894,10.743,0.006,183.196,0.950,g
2459435.92508,2021-08-09.4290964,bl,1.47,14.908,10.748,0.006,182.357,0.916,g
2459435.92635,2021-08-09.4303675,bl,1.50,14.901,10.746,0.006,182.562,0.925,g
2459436.93205,2021-08-10.4359944,bl,1.49,14.790,10.755,0.006,181.159,1.006,g
2459437.92094,2021-08-11.4248189,bH,1.54,14.986,10.775,0.005,177.812,0.885,g
2459437.92224,2021-08-11.4261113,bH,1.56,14.995,10.780,0.005,176.900,0.854,g
2459437.92354,2021-08-11.4274195,bH,1.53,14.981,10.794,0.006,174.841,0.914,g
2459440.92034,2021-08-14.4239940,bH,1.44,15.038,10.845,0.006,166.795,0.831,g
2459440.92164,2021-08-14.4252934,bH,1.44,15.031,10.828,0.006,169.337,0.839,g
2459440.92293,2021-08-14.4265900,bH,1.49,15.041,10.844,0.006,166.827,0.841,g
2459446.13364,2021-08-19.6368935,bD,1.93,15.231,10.966,0.005,149.141,0.741,g
2459448.88807,2021-08-22.3910934,bH,1.43,14.907,10.964,0.008,149.394,1.009,g
2459448.88937,2021-08-22.3924048,bH,1.62,14.953,10.952,0.007,151.183,0.984,g
2459448.89067,2021-08-22.3937045,bH,1.59,14.994,10.957,0.006,150.352,0.863,g
2459449.63667,2021-08-23.1396428,bp,1.60,14.644,10.949,0.009,151.571,1.261,g
2459449.63791,2021-08-23.1408848,bp,1.56,14.697,10.970,0.009,148.570,1.216,g
2459449.63916,2021-08-23.1421383,bp,1.55,14.624,10.939,0.009,152.879,1.237,g
2459449.97393,2021-08-23.4768718,bt,1.62,14.695,10.940,0.013,152.719,1.758,g
2459449.97518,2021-08-23.4781145,bt,1.91,14.703,10.934,0.012,153.566,1.711,g
2459449.97641,2021-08-23.4793508,bt,1.94,14.540,10.917,0.015,156.096,2.067,g
2459455.08163,2021-08-28.5841401,bD,1.51,15.189,10.749,0.005,182.178,0.754,g
2459455.08291,2021-08-28.5854137,bD,1.44,15.202,10.763,0.005,179.737,0.736,g
2459455.08417,2021-08-28.5866803,bD,1.48,15.218,10.777,0.005,177.520,0.786,g
2459455.95224,2021-08-29.4546665,bt,1.52,15.011,10.737,0.006,184.187,1.117,g
2459455.95350,2021-08-29.4559283,bt,1.53,15.046,10.772,0.007,178.219,1.181,g
2459455.95473,2021-08-29.4571597,bt,1.51,15.024,10.807,0.006,172.682,1.039,g
2459456.07777,2021-08-29.5801898,bD,1.63,15.213,10.748,0.005,182.370,0.760,g
2459456.07904,2021-08-29.5814562,bD,1.62,15.205,10.743,0.005,183.139,0.762,g
2459456.08029,2021-08-29.5827123,bD,1.62,15.209,10.744,0.005,183.076,0.736,g
2459456.62957,2021-08-30.1319456,bp,1.58,14.887,10.765,0.006,179.492,1.021,g
2459461.07098,2021-09-03.5729462,bD,2.01,15.247,10.803,0.005,173.430,0.695,g
2459461.07225,2021-09-03.5742160,bD,2.03,15.245,10.796,0.004,174.361,0.662,g
2459461.07352,2021-09-03.5754908,bD,2.06,15.235,10.793,0.005,174.923,0.751,g
2459462.86968,2021-09-05.3714891,bl,1.49,14.924,10.826,0.006,169.634,0.918,g
2459462.87092,2021-09-05.3727245,bl,1.47,14.940,10.822,0.007,170.339,1.011,g
2459462.87216,2021-09-05.3739598,bl,1.46,14.989,10.829,0.006,169.243,0.820,g
2459463.87575,2021-09-06.3774641,bl,1.50,13.796,10.944,0.030,152.224,4.205,g
2459463.87698,2021-09-06.3786929,bl,1.56,14.315,10.880,0.010,161.486,1.537,g
2459463.87822,2021-09-06.3799369,bl,1.56,14.452,10.840,0.010,167.525,1.568,g
2459465.61589,2021-09-08.1174440,bp,1.49,15.089,10.929,0.006,154.344,0.770,g
2459465.61712,2021-09-08.1186721,bp,1.45,15.099,10.949,0.006,151.449,0.742,g
2459465.61836,2021-09-08.1199122,bp,1.53,15.107,10.957,0.006,150.410,0.767,g
2459465.66134,2021-09-08.1628922,bp,1.54,14.995,10.959,0.006,150.122,0.903,g
2459466.61385,2021-09-09.1153069,bp,1.51,14.995,10.939,0.006,152.997,0.913,g
2459466.61510,2021-09-09.1165542,bp,1.51,15.019,10.970,0.006,148.633,0.830,g
2459467.61310,2021-09-10.1144710,bp,1.60,14.481,11.002,0.011,144.314,1.474,g
2459467.61434,2021-09-10.1157092,bp,1.54,14.379,10.974,0.011,147.986,1.543,g
2459467.61557,2021-09-10.1169394,bp,1.54,14.415,10.950,0.012,151.356,1.713,g
2459467.86567,2021-09-10.3670042,bH,1.50,15.122,10.962,0.006,149.802,0.745,g
2459469.07280,2021-09-11.5740263,bD,1.50,15.369,10.964,0.005,149.418,0.629,g
2459469.07408,2021-09-11.5753009,bD,1.50,15.372,10.970,0.005,148.696,0.619,g
2459469.07534,2021-09-11.5765684,bD,1.45,15.368,10.960,0.005,150.065,0.602,g
2459470.90499,2021-09-13.4060347,bt,1.50,15.159,10.976,0.006,147.804,0.771,g
2459470.90623,2021-09-13.4072741,bt,1.49,15.146,10.941,0.006,152.532,0.793,g
2459470.90747,2021-09-13.4085136,bt,1.52,15.145,10.945,0.006,152.040,0.738,g
2459472.84309,2021-09-15.3439560,bl,1.55,14.979,10.841,0.006,167.362,0.831,g
2459472.84433,2021-09-15.3451931,bl,1.48,14.977,10.835,0.006,168.332,0.848,g
2459472.84557,2021-09-15.3464336,bl,1.51,14.995,10.860,0.006,164.407,0.827,g
2459475.84160,2021-09-18.3421754,bH,1.49,14.992,10.779,0.005,177.174,0.918,g
2459475.84292,2021-09-18.3434878,bH,1.46,14.987,10.770,0.005,178.621,0.909,g
2459475.84421,2021-09-18.3447839,bH,1.44,15.000,10.766,0.005,179.311,0.869,g
2459477.03819,2021-09-19.5386423,bD,1.59,15.178,10.758,0.004,180.686,0.703,g
2459477.03945,2021-09-19.5399040,bD,1.59,15.179,10.755,0.005,181.215,0.717,g
2459477.04072,2021-09-19.5411715,bD,1.63,15.182,10.756,0.005,180.883,0.827,g
2459477.82399,2021-09-20.3243680,bl,1.53,14.856,10.736,0.006,184.452,0.992,g
2459477.82524,2021-09-20.3256135,bl,1.57,14.823,10.727,0.006,185.947,1.036,g
2459477.82649,2021-09-20.3268737,bl,1.60,14.839,10.750,0.006,181.992,0.987,g
2459478.01969,2021-09-20.5200462,bD,1.50,15.028,10.757,0.005,180.774,0.885,g
2459478.02096,2021-09-20.5213185,bD,1.58,14.991,10.753,0.006,181.486,1.058,g
2459478.02222,2021-09-20.5225825,bD,1.45,15.015,10.752,0.005,181.695,0.860,g
2459479.87616,2021-09-22.3763355,bt,1.52,14.794,10.740,0.007,183.665,1.126,g
2459479.87740,2021-09-22.3775717,bt,1.53,14.803,10.764,0.007,179.750,1.165,g
2459479.87861,2021-09-22.3787937,bt,1.60,14.609,10.802,0.008,173.487,1.289,g
2459479.90277,2021-09-22.4029472,bt,1.50,14.914,10.759,0.007,180.446,1.076,g
2459479.90400,2021-09-22.4041796,bt,1.54,14.971,10.767,0.007,179.157,1.038,g
2459479.90525,2021-09-22.4054276,bt,1.60,14.991,10.785,0.006,176.245,0.944,g
2459479.95559,2021-09-22.4557571,bt,1.49,14.846,10.720,0.006,186.998,0.987,g
2459479.95682,2021-09-22.4569872,bt,1.46,14.843,10.796,0.007,174.444,1.111,g
2459479.95802,2021-09-22.4581974,bt,1.47,14.803,10.800,0.007,173.869,1.218,g
2459481.56976,2021-09-24.0697690,bp,1.55,14.828,10.781,0.007,176.939,1.109,g
2459481.57100,2021-09-24.0710097,bp,1.54,14.881,10.779,0.006,177.202,1.017,g
2459481.57223,2021-09-24.0722480,bp,1.54,14.900,10.787,0.006,175.892,0.925,g
2459481.63200,2021-09-24.1320148,bp,1.57,14.887,10.817,0.006,171.097,0.911,g
2459481.63324,2021-09-24.1332519,bp,1.53,14.879,10.781,0.006,176.953,1.006,g
2459481.63450,2021-09-24.1345032,bp,1.43,14.840,10.786,0.006,176.059,1.040,g
2459482.83311,2021-09-25.3330075,bH,1.45,15.008,10.789,0.005,175.462,0.849,g
2459482.83442,2021-09-25.3343068,bH,1.46,15.000,10.770,0.005,178.603,0.899,g
2459482.83571,2021-09-25.3356098,bH,1.48,15.002,10.788,0.005,175.724,0.866,g
2459483.80716,2021-09-26.3069612,bl,1.49,14.914,10.799,0.006,173.872,0.925,g
2459483.80842,2021-09-26.3082207,bl,1.50,14.908,10.797,0.006,174.197,0.923,g
2459483.80968,2021-09-26.3094858,bl,1.51,14.923,10.783,0.006,176.667,0.900,g
2459484.04289,2021-09-26.5426677,bD,1.55,15.258,10.830,0.005,169.075,0.725,g
